ranking,num,data,name,score
3261,(51人评分),"
                         2话 /  2008年10月10日 / ブルーゲイル                    ",OPPAI ライフ,5.7
3262,(572人评分),"
                         26话 /  2005年4月5日 / 河森正治 / 河森正治 / 藤川太                    ",创圣的大天使,6.4
3263,(112人评分),"
                         2话 /  2011年1月27日 / CIRCUS                    ",T.P.樱,6.1
3264,(106人评分),"
                         4话 /  2009-06-26                    ",独蛾～THE ANIMATION～,6.1
3265,(148人评分),"
                         1话 /  2013年7月24日                    ",只要你说你爱我 OAD,6.2
3266,(63人评分),"
                         1话 /  2015年3月14日                    ",光之美少女全明星 春之嘉年华♪,5.9
3267,(192人评分),"
                         6话 /  2013/08/23 / 笠原慎平 / 音乃夏                    ",女高中生的腰技,6.3
3268,(894人评分),"
                         12话 /  2013年1月10日 / 高村和宏                    ",Vividred Operation,6.4
3269,(256人评分),"
                         1话 /  2016年8月1日                    ",Under The Dog,6.3
3270,(628人评分),"
                         13话 /  2012年1月4日                    ",新网球王子,6.4
3271,(107人评分),"
                         2话 /  2005年11月25日                    ",Innocent Blue,6.1
3272,(423人评分),"
                         6话 /  2007年3月28日 / 黒川智之 / 犬威赤彦 / 山下喜光                    ",杀戮公主,6.4
3273,(597人评分),"
                         12话 /  2016年1月11日 / 双見酔                    ",魔法少女什么的已经够了啦。,6.4
3274,(101人评分),"
                         2话 /  2016/02/26                    ",ドロップアウト,6.1
3275,(90人评分),"
                         1话 /  2015/04/24                    ",なまイキ ～生粋荘へようこそ!～ THE ANIMATION,6.0
3276,(178人评分),"
                         13话 /  2016年7月6日 / ふじわら（ムービック）                    ",月歌,6.3
3277,(53人评分),"
                         2话 /  2009-05-25                    ",きみはぐ,5.7
3278,(482人评分),"
                         12话 /  2008年10月2日 / 松尾衡 / ヤスダスズヒト / 菊池聡延                    ",夜樱四重奏,6.4
3279,(129人评分),"
                         13话 /  2004年10月2日                    ",爱情泡泡糖,6.2
3280,(148人评分),"
                         9话 /  2010年7月30日                    ",K-On!!:Ura-On!!,6.2
3281,(639人评分),"
                         12话 /  2013年4月8日 / 畑健二郎                    ",旋风管家 Cuties,6.4
3282,(401人评分),"
                          2009年8月1日 / むらた雅彦 / 岸本斉史 / 西尾鉄也                    ",火影忍者疾风传 剧场版 火之意志的继承者,6.4
3283,(127人评分),"
                         3话 /  2006/10/27                    ",炎之孕转校生,6.2
3284,(669人评分),"
                         9话 /  2010年3月15日                    ",潜行吧！奈亚子,6.4
3285,(174人评分),"
                          2014年3月1日 / 渡辺歩 / 古田足日 / 金子志津枝                    ",一年级大个子二年级小个子,6.2
3286,(2090人评分),"
                         1话 /  2010年7月24日 / 吉岡忍 / huke / 松尾祐輔                    ",黑岩射手,6.4
3287,(75人评分),"
                         12话 /  2006年7月3日 / 野中卓也 / ufotable                    ",星际海盗,6.0
3288,(307人评分),"
                         1话 /  2011年2月26日                    ",FORTUNE ARTERIAL -赤之约束- OAD,6.3
3289,(841人评分),"
                         4话 /  2013年7月24日 / 岩永彰 / 祁答院慎 / 田中誠輝                    ",尸体派对 Tortured Souls,6.4
3290,(79人评分),"
                         1话 /  2013-03-22                    ",婚前忧郁症,6.0
3291,(468人评分),"
                          2004年8月21日 / 岡村天斎 / 西尾鉄也                    ",火影忍者剧场版 大活剧！雪姬忍法帖！！,6.4
3292,(150人评分),"
                         1话 /  2015年12月25日 / 松林唯人 / 石田スイ・十和田シン「東京喰種トーキョーグール[日々]」（集英社「JUMP j-BOOKS」） / 栗原学、三輪和宏                    ",东京食尸鬼 PINTO,6.2
3293,(312人评分),"
                         26话 /  2005年1月5日                    ",魔法老师涅吉！,6.3
3294,(123人评分),"
                          2011年9月3日                    ",铁拳：血之复仇,6.1
3295,(104人评分),"
                         2话 /  2011年2月25日                    ",輪罠（わな）～白濁まみれの放課後～,6.1
3296,(51人评分),"
                         3话 /  2008/12/19                    ",催眠凌辱学園,5.7
3297,(235人评分),"
                         2话 /  2008年1月25日 / 愚痴蓝 / 高城リョウ                    ",漂亮爸爸,6.3
3298,(384人评分),"
                         26话 /  2002年7月1日 / 西村純二 / 上条明峰                    ",鬼眼狂刀,6.3
3299,(700人评分),"
                         24话 /  2005年7月7日                    ",SHUFFLE!,6.4
3300,(405人评分),"
                         1话 /  2013年11月27日                    ",Love Live! OVA,6.4
3301,(137人评分),"
                         39话 /  2009年4月5日 / 今千秋（第1话-第23话）→亀垣一（第24话-第39话） / 樹なつみ / 楠本祐子                    ",天国少女,6.2
3302,(263人评分),"
                         1话 /  2013年2月28日                    ",偷·窥·的·小·洞,6.3
3303,(191人评分),"
                         37话 /  2012年1月7日 / 原作・伊賀大晃／漫画・月山可也                    ",足球骑士,6.3
3304,(3368人评分),"
                         12话 /  2014年7月3日 / 石田スイ                    ",东京食尸鬼,6.4
3305,(552人评分),"
                         13话 /  2007年7月3日 / 西森章 / PEACH-PIT / 佐藤千春                    ",僵尸借贷,6.4
3306,(294人评分),"
                          2017年7月2日 / 天酒之瓢 （ヒーロー文庫「ナイツ＆マジック」／主婦の友社 刊）                    ",骑士&魔法,6.3
3307,(510人评分),"
                         25话 /  2006年10月3日 / ワタナベシンイチ / はやかわともこ（讲谈社“别册フレンド”连载） / 佐久间康子                    ",完美小姐进化论,6.4
3308,(178人评分),"
                         3话 /  2003年11月21日 / ふくもとかん / tactics / 佐藤淳                    ",ONE～辉之季节～ True Stories,6.2
3309,(98人评分),"
                         2话 /  2014年1月3日 / BISHOP                    ",特別授業3SLG THE ANIMATION,6.1
3310,(261人评分),"
                         1话 /  2011年6月23日                    ",名侦探柯南 来自伦敦的秘密指令,6.3
3311,(2151人评分),"
                         12话 /  2013年4月11日                    ",革命机Valvrave,6.4
3312,(949人评分),"
                         13话 /  2008年10月6日 / 樋野まつり（白泉社　「月刊LaLa」连载中）                    ",吸血鬼骑士 Guilty,6.4
3313,(182人评分),"
                         26话 /  2006-10-04 / 角銅博之 / SRプロデュースチーム / 池田裕治                    ",超级机器人大战OG 圣战,6.2
3314,(736人评分),"
                         26话 /  2016年4月7日 / 岡村天斎 / Snow Grouse                    ",黑色残骸,6.4
3315,(136人评分),"
                         2话 /  2012-04-27 / プリーズ・レ○プ・ミー！（CLOCKUP）                    ",プリーズ・○○○・ミー！,6.2
3316,(79人评分),"
                         24话 /  2006年7月29日 / 竹内啓雄 / 飯田譲治                    ",暗夜起源,6.0
3317,(93人评分),"
                         1话 /  2016年12月25日 / 池田由美                    ",重力眩晕 序章,6.0
3318,(517人评分),"
                         12话 /  2015年4月3日                    ",魔法少女奈叶ViVid,6.4
3319,(218人评分),"
                         60话 /  2012年4月4日 / 石崎洋司                    ",黑魔女学园,6.3
3320,(1507人评分),"
                         12话 /  2015年7月4日                    ",六花的勇者,6.4
3321,(572人评分),"
                          2015年3月14日                    ",境界的彼方 -I'LL BE HERE- 过去篇,6.4
3322,(521人评分),"
                         12话 /  2008年10月7日 / 谷瑞恵（集英社「コバルト文庫」） / 藤井まき                    ",伯爵与妖精,6.4
3323,(78人评分),"
                         1话 /  2011/12/16 / 咲建郁生 / ゆっけ兄                    ",ペットライフ テンゴロ編,5.9
3324,(412人评分),"
                         13话 /  2016年7月3日 / 浜崎博嗣 / 高野苺 (双葉社「月刊アクション」連載) / 結城信輝                    ",橘色奇迹,6.3
3325,(52人评分),"
                         3话 /  2008/10/17                    ",レイプ！レイプ！レイプ！,5.7
3326,(441人评分),"
                         2话 /  2010年10月29日                    ",鬼父2,6.4
3327,(270人评分),"
                         26话 /  2010年4月1日 / 難波日登志 / スタン・リー(Stan Lee) / コヤマシゲト                    ",HEROMAN,6.3
3328,(165人评分),"
                         12话 /  2007年7月3日 / 八谷贤一 / ヒロユキ / きみしま幾智                    ",同人WORK,6.2
3329,(173人评分),"
                         12话 /  2017年7月10日 / 柳伸亮 / 蒼山サグ（電撃文庫刊）                    ",天使的3P!,6.2
3330,(75人评分),"
                         2话 /  2011年11月25日                    ",School,5.9
3331,(96人评分),"
                         3话 /  2012年12月17日                    ",法外制裁者 OAD,6.0
3332,(56人评分),"
                         3话 /  2004/08/13                    ",DISCODE 异常性爱,5.8
3333,(1362人评分),"
                         12话 /  2010年10月2日 / 松野秋鸣（“MM一族!”シリーズ MF文库J／メディアファクトリー刊）                    ",MM一族,6.4
